title,type,tags
De qué Hablamos Cuando Hablamos de Entrenamiento Funcional: Una Moción de Orden,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Velocidad y Agilidad"",""principal"":false,""slug"":""entrenamiento-de-la-velocidad-y-agilidad"",""uid"":""ts-q57cfb26551c42""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Speed \u0026 Agility Training"",""principal"":false,""slug"":""speed-agility-training"",""uid"":""ts-q57cfb26551c42""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Neurociencias y Motricidad Humana,Webinar,"[{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Ed. Física"",""principal"":false,""slug"":""educacion-fisica"",""uid"":""ts-b57cfb26558be0""},{""locale"":""zh"",""name"":""Physical Education"",""principal"":false,""slug"":""physical-education"",""uid"":""ts-b57cfb26558be0""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Physical Education"",""principal"":false,""slug"":""physical-education"",""uid"":""ts-b57cfb26558be0""}]"
Coaching en Equipos de Alto Rendimiento Deportivo,Curso,"[{""locale"":""es"",""name"":""Coaching"",""principal"":true,""slug"":""coaching-deportivo"",""uid"":""ts-R57cfb2655937c""},{""locale"":""en"",""name"":""Sports Coaching"",""principal"":true,""slug"":""sports-coaching"",""uid"":""ts-R57cfb2655937c""}]"
"Curso de Saque, Recepción y el Seguimiento Estadístico en Voley",Curso,"[{""locale"":""es"",""name"":""Vóleibol"",""principal"":true,""slug"":""entrenamiento-en-voleibol"",""uid"":""ts-L57cfb26553220""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Voleyball Training"",""principal"":true,""slug"":""voleyball-training"",""uid"":""ts-L57cfb26553220""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""}]"
"Curso en Ciclo Menstrual, Entrenamiento y Salud",Curso,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Simposio de Actualización en Preparación Física: del artículo a la práctica,Simposio,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Taller de Especialización en Entrenamiento y Prevención de Lesiones en el Running,Curso,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":true,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":true,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""}]"
Curso de Especialista en Hipertrofia,Curso,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise for Body Aesthetics"",""principal"":false,""slug"":""exercise-for-body-aesthetics"",""uid"":""ts-W57cfb26557e6c""}]"
Cuantificación de la Carga de Entrenamiento en Corredores,Webinar,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Atletismo"",""principal"":false,""slug"":""entrenamiento-en-atletismo"",""uid"":""ts-B57cfb265546db""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Athletics Training"",""principal"":false,""slug"":""athletics-training"",""uid"":""ts-B57cfb265546db""}]"
Microbiota y Patología Gastrointestinal. Abordaje desde la Nutrición,Curso,"[{""locale"":""es"",""name"":""Nutrición"",""principal"":true,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":true,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Curso Intensivo de Entrenamiento Funcional,Curso,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Genética en Reproducción Asistida Humana,Curso,"[{""locale"":""es"",""name"":""Medicina Reproductiva"",""principal"":true,""slug"":""medicina-reproductiva"",""uid"":""ts-S5ae254714374a""},{""locale"":""en"",""name"":""Reproductive Medicine"",""principal"":true,""slug"":""reproductive-medicine"",""uid"":""ts-S5ae254714374a""}]"
Curso Intensivo de Actualización en Nutrición Deportiva,Curso,"[{""locale"":""es"",""name"":""Nutrición"",""principal"":true,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":true,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""}]"
Curso de Entrenamiento Funcional en el Fitness: Planificación y Metodología de entrenamiento,Curso,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Curso en Entrenamiento Deportivo Juvenil y Prevención de Lesiones,Curso,"[{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""es"",""name"":""Niños y Adolescentes"",""principal"":true,""slug"":""actividad-fisica-y-entrenamiento-en-ninos-y-adolescentes"",""uid"":""ts-e57cfb26558457""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Physical Activity \u0026 Training in Children \u0026 Adolescents"",""principal"":true,""slug"":""physical-activity-training-in-children-adolescents"",""uid"":""ts-e57cfb26558457""}]"
Habilitación Anual I - Formación y Desarrollo del Voleibolista,Curso,"[{""locale"":""es"",""name"":""Vóleibol"",""principal"":true,""slug"":""entrenamiento-en-voleibol"",""uid"":""ts-L57cfb26553220""},{""locale"":""en"",""name"":""Voleyball Training"",""principal"":true,""slug"":""voleyball-training"",""uid"":""ts-L57cfb26553220""}]"
Habilitación Anual II - La Competencia en el Rendimiento,Curso,"[{""locale"":""es"",""name"":""Vóleibol"",""principal"":true,""slug"":""entrenamiento-en-voleibol"",""uid"":""ts-L57cfb26553220""},{""locale"":""en"",""name"":""Voleyball Training"",""principal"":true,""slug"":""voleyball-training"",""uid"":""ts-L57cfb26553220""}]"
Actualización y Aplicaciones del Entrenamiento de la Resistencia y Síndrome Metabólico,Curso,"[{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Patologías"",""principal"":true,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":true,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""}]"
Especialista en el Entrenamiento de la Fuerza,Curso,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
"Entrenamiento de la Fuerza ""Explosiva"": de la teoría a la práctica",Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":true,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":true,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Curso en Pilates: Revisión y Actualización para su Aplicación a la Salud,Curso,"[{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Patologías"",""principal"":true,""slug"":""ejercicio-fisico-en-patologias"",""uid"":""ts-o57cfb26558809""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise \u0026 Diseases"",""principal"":true,""slug"":""exercise-diseases"",""uid"":""ts-o57cfb26558809""}]"
Webinar de Actualización sobre la Aplicación del Entrenamiento Concurrente,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":true,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""High Performance"",""principal"":true,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Workshop: Nuevas Formas de Aplicación del HIIT,Taller,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":true,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""High Performance"",""principal"":true,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Webinar Entrenamiento de la Mujer: Análisis de Carga para Orientación Metabólica y Estructural,Webinar,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise for Body Aesthetics"",""principal"":false,""slug"":""exercise-for-body-aesthetics"",""uid"":""ts-W57cfb26557e6c""}]"
Taller en Planificación y Actividades para Rugby Formativo,Taller,"[{""locale"":""es"",""name"":""Rugby"",""principal"":true,""slug"":""entrenamiento-en-rugby"",""uid"":""ts-457cfb265530c3""},{""locale"":""en"",""name"":""Rugby Training"",""principal"":true,""slug"":""rugby-training"",""uid"":""ts-457cfb265530c3""}]"
Curso en Fundamentos del Entrenamiento de la Mujer,Curso,"[{""locale"":""es"",""name"":""Fisiología"",""principal"":true,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":true,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Entrenamiento Deportivo para la Mujer,Curso,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":true,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""High Performance"",""principal"":true,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""}]"
"Mujer y Entrenamiento Orientado hacia la Salud, Fitness y Estética Corporal",Curso,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Resistencia"",""principal"":false,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":false,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Curso de Actualización sobre el Uso de los Suplementos Naturales para Optimizar el Rendimiento Deportivo,Curso,"[{""locale"":""es"",""name"":""Nutrición"",""principal"":false,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Suplementación"",""principal"":true,""slug"":""suplementacion-deportiva"",""uid"":""ts-V57cfb26557185""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":false,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sport Supplementation"",""principal"":true,""slug"":""sport-supplementation"",""uid"":""ts-V57cfb26557185""}]"
Curso de Entrenamiento en Hipoxia para Deportes de Resistencia,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Fisiología"",""principal"":false,""slug"":""fisiologia-del-ejercicio"",""uid"":""ts-M57cfb26556d10""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Exercise Physiology"",""principal"":false,""slug"":""exercise-physiology"",""uid"":""ts-M57cfb26556d10""}]"
Especialización en Ciencias del Entrenamiento para Nutricionistas,Curso,"[{""locale"":""es"",""name"":""Nutrición"",""principal"":true,""slug"":""nutricion-deportiva"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""es"",""name"":""Suplementación"",""principal"":false,""slug"":""suplementacion-deportiva"",""uid"":""ts-V57cfb26557185""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Sport Nutrition"",""principal"":true,""slug"":""sport-nutrition"",""uid"":""ts-t57cfb26556fbf""},{""locale"":""en"",""name"":""Sport Supplementation"",""principal"":false,""slug"":""sport-supplementation"",""uid"":""ts-V57cfb26557185""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Diplomado Universitario en Entrenamiento de la Mujer,Curso,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":true,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""High Performance"",""principal"":true,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Curso de Entrenamiento Deportivo de la Mujer,Curso,"[{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":true,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""High Performance"",""principal"":true,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""}]"
Curso de Entrenamiento en Fútbol Infanto-Juvenil,Curso,"[{""locale"":""es"",""name"":""Fútbol"",""principal"":true,""slug"":""entrenamiento-en-futbol"",""uid"":""ts-457cfb265524e2""},{""locale"":""en"",""name"":""Soccer Training"",""principal"":true,""slug"":""soccer-training"",""uid"":""ts-457cfb265524e2""}]"
Entrenador Nacional de Vóleibol Nivel II,Curso,"[{""locale"":""es"",""name"":""Vóleibol"",""principal"":true,""slug"":""entrenamiento-en-voleibol"",""uid"":""ts-L57cfb26553220""},{""locale"":""en"",""name"":""Voleyball Training"",""principal"":true,""slug"":""voleyball-training"",""uid"":""ts-L57cfb26553220""}]"
Especialización en Entrenamiento Funcional en el Fitness,Curso,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":true,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":true,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Especialización en Entrenamiento Deportivo Juvenil,Curso,"[{""locale"":""es"",""name"":""Fuerza y Potencia"",""principal"":false,""slug"":""entrenamiento-de-la-fuerza-y-potencia"",""uid"":""ts-R57cfb26551630""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""es"",""name"":""Niños y Adolescentes"",""principal"":true,""slug"":""actividad-fisica-y-entrenamiento-en-ninos-y-adolescentes"",""uid"":""ts-e57cfb26558457""},{""locale"":""en"",""name"":""Strength \u0026 Power Training"",""principal"":false,""slug"":""power-strength-training"",""uid"":""ts-R57cfb26551630""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Physical Activity \u0026 Training in Children \u0026 Adolescents"",""principal"":true,""slug"":""physical-activity-training-in-children-adolescents"",""uid"":""ts-e57cfb26558457""}]"
Curso de Instructor en Indoor Cycling,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Ciclismo"",""principal"":false,""slug"":""entrenamiento-en-ciclismo"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Cycling Training"",""principal"":false,""slug"":""cycling-training"",""uid"":""ts-H57cfb26553c1b""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
"Curso de Fitness Dance (Reggaetón, Latino, Pop Dance y Axé)",Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Salud y Fitness"",""principal"":false,""slug"":""salud-y-fitness"",""uid"":""ts-c57cfb26557cef""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""Gymnastics Training"",""principal"":false,""slug"":""gymnastics-training"",""uid"":""ts-m57cfb26556a59""},{""locale"":""en"",""name"":""Health \u0026 Fitness"",""principal"":false,""slug"":""health-fitness"",""uid"":""ts-c57cfb26557cef""}]"
Webinar de Evaluaciones Funcionales: Estrategias de Integración y Fichas de Riesgo,Webinar,"[{""locale"":""es"",""name"":""Evaluación"",""principal"":true,""slug"":""evaluacion-deportiva"",""uid"":""ts-D57cfb26557847""},{""locale"":""es"",""name"":""Prev. y Rehabilitación de Lesiones"",""principal"":false,""slug"":""prevencion-y-rehabilitacion-de-lesiones"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""es"",""name"":""Ed. Física"",""principal"":false,""slug"":""educacion-fisica"",""uid"":""ts-b57cfb26558be0""},{""locale"":""zh"",""name"":""Physical Education"",""principal"":false,""slug"":""physical-education"",""uid"":""ts-b57cfb26558be0""},{""locale"":""en"",""name"":""Sports Performance Testing"",""principal"":true,""slug"":""sports-performance-testing"",""uid"":""ts-D57cfb26557847""},{""locale"":""en"",""name"":""Injury Prevention and Rehabilitation"",""principal"":false,""slug"":""injury-prevention-and-rehabilitation"",""uid"":""ts-j57cfb26557fdb""},{""locale"":""en"",""name"":""Physical Education"",""principal"":false,""slug"":""physical-education"",""uid"":""ts-b57cfb26558be0""}]"
Curso Práctico en uso de Training Peaks®,Curso,"[{""locale"":""es"",""name"":""Resistencia"",""principal"":true,""slug"":""entrenamiento-de-la-resistencia"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""es"",""name"":""Alto Rendimiento"",""principal"":false,""slug"":""alto-rendimiento"",""uid"":""ts-m57cfb26557b7a""},{""locale"":""en"",""name"":""Endurance Training"",""principal"":true,""slug"":""endurance-training"",""uid"":""ts-Q57cfb2655182e""},{""locale"":""en"",""name"":""High Performance"",""principal"":false,""slug"":""high-performance"",""uid"":""ts-m57cfb26557b7a""}]"
